,IVT,lat,lon,uIVT,vIVT,IWV
0,65.31386419390454,55.5,-132.5,-4.822635101303925,65.13557435548931,13.47743081246032
1,58.29310320337506,55.5,-132.5,-4.7455720215626105,58.09961641239551,12.888912422454695
2,53.147866283210206,55.5,-132.5,-4.822635101303925,52.928611177109715,12.48464979006765
3,48.86151591786354,55.5,-132.5,-0.43003955604905286,48.85962345098318,12.39389695422566
4,47.84911442649596,55.5,-132.5,0.8029697198119621,47.84237651945155,12.590528098549974
5,50.3888801216928,55.5,-132.5,-0.5841657155316788,50.38549384828063,12.946664227081413
6,53.94308296361226,55.5,-132.5,-2.9731211875123993,53.86108753101371,13.309675570449372
7,58.685779592915615,55.5,-132.5,-6.980401334060703,58.26915756765079,13.45818021091808
8,64.75982851971717,55.5,-132.5,-10.217050683195872,63.948786268702406,13.456805167950776
9,73.08487429832351,55.5,-132.5,-14.76377238793337,71.57813825518966,13.433429437506629
10,87.42566017030772,55.5,-132.5,-3.7437519849255345,87.34546569392997,13.536557660054342
11,93.74114505544851,55.5,-132.5,-2.6648688685471456,93.70325901600268,13.425179179702813
12,95.18184243388728,55.5,-132.5,-4.822635101303925,95.05958825804484,13.148795543274936
13,94.39365504791245,55.5,-132.5,-8.136347530180407,94.04234132651321,12.85178626233752
14,99.72976821377847,55.5,-132.5,-12.37481691595265,98.9590348289161,12.794034457710794
15,111.45862297108668,55.5,-132.5,-15.303213946122565,110.40306280864698,13.095168867550122
16,127.19293600716139,55.5,-132.5,-21.237071086203706,125.40745504873857,13.311050613416672
17,139.66708577754568,55.5,-132.5,-23.857215797408365,137.61441822711816,13.293175054841736
18,149.13651744526646,55.5,-132.5,-25.01316199352807,147.02395234378577,13.216172648672774
19,156.7772819252032,55.5,-132.5,-21.853575724134217,155.24669837366648,13.168046144817176
20,160.4490144713957,55.5,-132.5,-15.072024706898624,159.73953898793118,13.183171617457507
21,159.98347230468434,55.5,-132.5,-7.134527493543331,159.82430956555882,13.191421875261323
22,164.75398019426032,55.5,-132.5,-11.989501517246083,164.31715017982353,13.267049238462981
23,158.88259108520367,55.5,-132.5,-15.457340105605192,158.1288980130061,13.201047176032443
24,164.53014167269413,55.5,-132.5,-23.857215797408365,162.7912797825261,13.566808605335005
